title,haiku,haiku2,path
ADMINISTRATIVE BUSINESS PROMOT,"Integrity of
services delivered is
central to this role",Integrity of services delivered is central to this role.,"['integrity', 'of', 'i++', 'services', 'offered', 'by', 'the', 'i++', 'agency', 'on', '-on', '-agency', 'i--', '-the', '-by', '-offered', 'delivered', 'is', 'i++', 'central', 'to', 'this', 'role', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"The city and state
commercial waste management
laws and policies",The city and state commercial waste management laws and policies.,"['the', 'city', 'and', 'state', 'i++', 'commercial', 'waste', 'management', 'i++', 'laws', 'and', 'policies', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Direct assistance
to business owners in new
york and new yorkers",Direct assistance to business owners in New York and New Yorkers.,"['direct', 'and', '-and', 'assistance', 'i++', 'to', 'business', 'owners', 'in', 'new', 'i++', 'york', 'city', 'and', '-and', '-city', 'in', 'meetings', '-meetings', '-in', 'city', 'and', '-and', '-city', '-york', 'i--', '-new', '-in', '-owners', 'needs', 'and', 'provide', 'i++', 'viable', '-viable', 'i--', '-provide', '-and', '-needs', 'owners', 'in', 'new', 'i++', 'york', 'and', 'new', 'yorkers', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Experience in
business development and
or philanthropy",Experience in business development and or philanthropy.,"['experience', 'in', 'i++', 'business', 'development', 'and', 'i++', 'recruitment', '-recruitment', 'or', 'philanthropy', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The city planning
commission review sessions
and public meetings",The city planning commission review sessions and public meetings.,"['the', 'dynamics', 'of', 'i++', 'infrastructure', '-infrastructure', 'i--', '-of', '-dynamics', 'city', 'planning', 'i++', 'commission', 'review', 'sessions', 'i++', 'and', 'public', 'meetings', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The development
of land use applications
through the agency",The development of land use applications through the agency.,"['the', 'development', 'i++', 'and', 'sustainable', '-sustainable', 'maximizing', '-maximizing', '-and', 'of', 'land', 'use', 'applications', 'i++', 'through', 'the', 'agency', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Candidates should have
extensive experience
in leading efforts",Candidates should have extensive experience in leading efforts.,"['candidates', 'should', 'be', 'i++', 'organized', 'highly', '-highly', '-organized', 'i--', '-be', 'have', 'i++', 'extensive', 'experience', 'i++', 'in', 'leading', 'efforts', 'i++']"
HEATING PLANT TECHNICIAN (HA),"Operate heating
and domestic hot water
service disruptions",Operate heating and domestic hot water service disruptions.,"['operate', 'a', '-a', 'heating', 'i++', 'and', 'domestic', 'hot', 'water', 'i++', 'service', 'disruptions', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The mission of the
city within the nine jails
on rikers island",The mission of the city within the nine jails on rikers island.,"['the', 'general', '-general', 'mission', 'of', 'the', 'i++', 'city', 'within', 'the', 'nine', 'jails', 'i++', 'on', 'rikers', 'island', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Experience with
issues of access to health
and mental health care",Experience with issues of Access to health and mental health care.,"['experience', 'with', 'i++', 'issues', 'of', 'access', 'to', 'the', 'i++', 'board', 'has', 'a', 'short', '-short', '-a', '-has', 'and', 'of', 'the', '-the', '-of', '-and', '-board', 'i--', '-the', 'health', 'i++', 'and', 'mental', 'health', 'care', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The incumbent will
be responsible for the
service desk system",The incumbent will be responsible for the service desk system.,"['the', 'incumbent', 'must', 'i++', 'have', 'demonstrated', '-demonstrated', '-have', 'i--', '-must', 'will', 'i++', 'lead', 'the', '-the', '-lead', 'be', 'responsible', 'for', 'the', 'i++', 'service', 'desk', 'system', 'i++']"
COMMUNITY ASSISTANT,"Experience in
the evening or on weekends
across the city",Experience in the evening or on weekends across the city.,"['experience', 'as', 'i++', 'well', 'as', 'demonstrable', '-demonstrable', 'encourages', '-encourages', '-as', '-well', 'i--', '-as', 'in', 'i++', 'the', 'evening', 'or', 'on', 'weekends', 'i++', 'across', 'the', 'city', 'i++']"
COMMUNITY ASSISTANT,"Highly organized
strong attention to detail
and complete projects",Highly organized strong attention to detail and complete projects.,"['highly', 'organized', 'i++', 'strong', 'attention', 'to', 'detail', 'i++', 'and', 'complete', 'projects', 'i++']"
COMMUNITY ASSISTANT,"The public health to
serve as one of the people
of all new yorkers",The public health to serve as one of the people of all New Yorkers.,"['the', 'newly', '-newly', 'public', 'health', 'to', 'i++', 'serve', 'as', 'one', 'of', 'the', 'people', 'i++', 'of', 'all', 'new', 'yorkers', 'i++']"
COMMUNITY ASSISTANT,"Serve as one of the
community board meet and
greet constituents",Serve as one of the community board meet and greet constituents.,"['serve', 'as', 'a', 'resource', 'i++', 'for', 'expectant', 'new', 'parents', 'i++', 'and', 'caregivers', '-caregivers', '-and', 'i--', '-parents', '-new', '-expectant', '-for', 'i--', '-resource', '-a', 'one', 'of', 'the', 'i++', 'community', 'board', 'meet', 'and', 'i++', 'greet', 'constituents', 'i++']"
COMMUNITY ASSISTANT,"Serve as call agents
for the purpose of forming
policy research",Serve as call agents for the purpose of forming policy research.,"['serve', 'as', 'call', 'agents', 'i++', 'for', 'the', 'purpose', 'of', 'forming', 'i++', 'policy', 'research', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Demonstrable and
deep knowledge of database
administration",Demonstrable and deep knowledge of database administration.,"['demonstrable', 'and', 'i++', 'deep', 'knowledge', 'of', 'database', 'i++', 'administration', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"The ability
to manage expectations
projects and reports",The ability to manage expectations projects and reports.,"['the', 'ability', 'i++', 'to', 'manage', 'expectations', 'i++', 'projects', 'and', 'staff', '-staff', 'reports', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Develop systems
processes and procedures
and regulations",Develop systems processes and procedures and regulations.,"['develop', 'systems', 'i++', 'processes', 'and', 'procedures', 'i++', 'and', 'develop', '-develop', 'regulations', 'i++']"
METAL WORK MECHANIC,"Is responsible
for and directs the work of
assigned personnel",Is responsible for and directs the work of assigned personnel.,"['is', 'preferred', '-preferred', 'responsible', 'i++', 'for', 'and', 'directs', 'the', 'work', 'of', 'i++', 'assigned', 'personnel', 'i++']"
PUBLIC HEALTH SANITARIAN,"Experience or
work experience in the
healthy homes issues",Experience or work experience in the healthy homes issues.,"['experience', 'or', 'i++', 'work', 'experience', 'in', 'the', 'i++', 'healthy', 'homes', 'issues', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Solid writer who
can adjust to the needs of
his or her findings",Solid writer who can adjust to the needs of his or her findings.,"['solid', 'writing', '-writing', 'writer', 'who', 'i++', 'can', 'adjust', 'to', 'the', 'needs', 'of', 'i++', 'his', 'or', 'her', 'findings', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Excellent verbal
communication skills and
excellent judgment",Excellent verbal communication skills and excellent judgment.,"['excellent', 'judgment', 'i++', 'and', 'confidence', 'to', 'discuss', 'i++', 'results', 'of', 'your', '-your', '-of', '-results', 'i--', '-discuss', '-to', '-confidence', '-and', 'i--', '-judgment', 'verbal', 'i++', 'and', 'written', '-written', '-and', 'i--', '-verbal', 'judgment', 'i++', 'and', 'confidence', 'to', 'discuss', 'i++', 'results', 'of', 'your', '-your', '-of', '-results', 'i--', '-discuss', '-to', '-confidence', '-and', 'i--', '-judgment', 'verbal', 'i++', 'communication', 'skills', 'and', 'i++', 'excellent', 'judgment', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Under the direct
supervision of the peace
officer program",Under the direct supervision of the peace officer program.,"['under', 'the', 'aegis', 'i++', 'of', 'the', 'information', '-information', 'inspectors', '-inspectors', '-the', '-of', 'i--', '-aegis', 'direct', 'i++', 'supervision', 'of', 'the', 'peace', 'i++', 'officer', 'program', 'i++']"
FRAUD INVESTIGATOR,"The integrity
of municipal id
program seeks a fraud",The integrity of municipal id program seeks a fraud.,"['the', 'integrity', 'i++', 'of', 'municipal', 'id', 'i++', 'program', 'the', '-the', 'seeks', 'a', 'fraud', 'i++']"
ASSOCIATE URBAN DESIGNER,"The development
of land use transportation
urban design skills",The development of land use transportation urban design skills.,"['the', 'development', 'i++', 'of', 'the', 'borough', 'and', 'achieve', 'i++', 'important', '-important', 'i--', '-achieve', '-and', '-borough', '-the', 'land', 'use', 'applications', 'i++', 'including', 'the', '-the', '-including', 'i--', '-applications', 'transportation', 'i++', 'urban', 'design', 'skills', 'i++']"
ASSOCIATE URBAN DESIGNER,"The ability
to work independently
and efficiently",The ability to work independently and efficiently.,"['the', 'architecture', 'i++', 'i--', '-architecture', 'ability', 'i++', 'to', 'work', 'effectively', 'in', 'i++', 'a', 'timely', '-timely', '-a', 'i--', '-in', '-effectively', 'independently', 'i++', 'and', 'efficiently', 'i++']"
ASSOCIATE URBAN DESIGNER,"Perform a wide range
of planning urban design
and engineering",Perform a wide range of planning urban design and engineering.,"['perform', 'a', 'wide', 'range', 'i++', 'of', 'planning', 'urban', 'design', 'i++', 'and', 'engineering', 'i++']"
SOCIAL WORKER,"The social worker
will report to the need for
homeless services",The social worker will report to the need for homeless services.,"['the', 'social', 'worker', 'i++', 'is', 'charged', 'with', 'resolving', '-resolving', '-with', '-charged', '-is', 'i--', '-worker', 'workers', 'i++', 'receive', 'referrals', 'from', '-from', '-referrals', '-receive', 'for', 'the', 'pursuit', 'of', 'a', 'court', 'i++', 'order', '-order', 'i--', '-court', '-a', '-of', '-pursuit', '-the', '-for', 'receive', 'referrals', 'from', '-from', '-referrals', '-receive', 'i--', '-workers', 'worker', 'i++', 'will', 'report', 'to', 'the', 'mental', 'i++', 'hygiene', 'law', 'to', '-to', '-law', '-hygiene', 'i--', '-mental', 'need', 'for', 'i++', 'homeless', 'services', 'i++']"
SOCIAL WORKER,"Cases in the south
bronx north central brooklyn and
east central harlem",Cases in the south bronx north central brooklyn and east central harlem.,"['cases', 'within', '-within', 'in', 'the', 'south', 'i++', 'bronx', 'north', 'central', 'brooklyn', 'and', 'i++', 'east', 'central', 'harlem', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"Responsible for
compliance with collective
bargaining units",Responsible for compliance with collective bargaining units.,"['responsible', 'for', 'i++', 'the', '-the', 'evaluating', 'the', '-the', '-evaluating', 'compliance', 'with', 'collective', 'i++', 'bargaining', 'units', 'i++']"
ASSOCIATE CHEMIST,"Tasks follow routine
laboratory quality
control procedures",Tasks follow routine laboratory quality control procedures.,"['tasks', 'follow', 'routine', 'i++', 'laboratory', 'quality', 'i++', 'control', 'procedures', 'i++']"
PUBLIC HEALTH EMERGENCY PREPAR,,Reporting as well as familiarity with financial concepts.,"['reporting', 'to', 'the', 'i++', 'following', '-following', 'bureau', 'of', 'grants', 'management', 'i++', 'director', 'the', '-the', '-director', 'and', '-and', 'i--', '-management', '-grants', '-of', '-bureau', 'following', '-following', 'i--', '-the', '-to', 'as', 'well', 'i++', 'as', 'familiarity', 'with', 'i++', 'financial', 'concepts', 'i++']"
BUSINESS PROMOTION COORDINATOR,"Support program team
in the review of special
inspections reports",Support program team in the review of special inspections reports.,"['support', 'program', 'team', 'i++', 'in', 'the', 'field', '-field', 'review', 'of', 'special', 'i++', 'inspections', 'reports', 'i++']"
BUSINESS PROMOTION COORDINATOR,"Key economic
actors in new york city
open data law",Key economic actors in New York City open data law.,"['key', 'economic', 'i++', 'actors', 'in', 'new', 'york', 'city', 'i++', 'work', 'closely', 'with', '-with', '-closely', '-work', 'men', 'own', '-own', '-men', 'work', 'closely', 'with', '-with', '-closely', '-work', 'open', 'data', 'law', 'i++']"
BUSINESS PROMOTION COORDINATOR,"Able to increase
awareness and mobilize
key audiences",Able to increase awareness and mobilize key audiences.,"['able', 'to', 'travel', 'i++', 'via', 'public', '-public', '-via', 'i--', '-travel', 'increase', 'i++', 'awareness', 'and', 'mobilize', 'i++', 'key', 'audiences', 'i++']"
COMPUTER SYSTEMS MANAGER,"Implement data
administration programs
with business users",Implement data administration programs with business users.,"['implement', 'it', '-it', 'data', 'i++', 'administration', 'programs', 'i++', 'with', 'the', 'project', '-project', '-the', 'business', 'users', 'i++']"
COMPUTER SYSTEMS MANAGER,"Implement the most
effective approach based on
the project scope goals",Implement the most effective approach based on the project scope goals.,"['implement', 'the', 'most', 'i++', 'effective', 'approach', 'based', 'on', 'i++', 'the', 'project', 'and', '-and', 'scope', 'goals', 'i++']"
COMPUTER SYSTEMS MANAGER,"Experience use
cases and execute tasks
in a safe manner",Experience use cases and execute tasks in a safe manner.,"['experience', 'use', 'i++', 'cases', 'and', 'execute', 'test', 'i++', 'scripts', 'and', 'help', 'solve', '-solve', 'desk', '-desk', '-help', '-and', '-scripts', 'plans', 'on', 'behalf', '-behalf', '-on', '-plans', 'scripts', 'where', '-where', '-scripts', 'i--', '-test', 'tasks', 'i++', 'in', 'a', 'safe', 'manner', 'i++']"
