title,haiku,path
PROCUREMENT ANALYST,"Making in the day
to day administrative
functions for the hub","['making', 'in', 'the', 'south', 'i++', 'bronx', 'east', 'and', 'central', 'brooklyn', 'i++', 'i--', '-brooklyn', 'harlem', 'i++', 'and', 'north', 'and', '-and', '-north', '-and', 'i--', '-harlem', 'brooklyn', 'i++', 'i--', '-brooklyn', '-central', '-and', '-east', '-bronx', 'i--', '-south', 'day', 'i++', 'to', 'day', 'administrative', 'i++', 'functions', 'for', 'the', 'hub', 'i++']"
PROCUREMENT ANALYST,"Experience in
procurement and or contract
management reports","['experience', 'in', 'i++', 'procurement', 'and', 'contract', '-contract', 'or', 'contract', 'i++', 'compliance', 'or', '-or', '-compliance', 'management', 'reports', 'i++']"
PROCUREMENT ANALYST,"The agency and
the ability to work
independently","['the', 'agency', 'goal', 'i++', 'of', 'maximizing', '-maximizing', '-of', 'i--', '-goal', 'in', 'i++', 'the', 'title', 'procurement', '-procurement', '-title', 'implementation', 'of', 'i++', 'computer', 'skills', '-skills', '-computer', 'i--', '-of', '-implementation', '-the', 'i--', '-in', 'chief', 'i++', 'contracting', 'office', 'is', '-is', '-office', '-contracting', 'i--', '-chief', 'and', 'i++', 'the', 'ability', 'to', 'be', 'i++', 'a', 'team', 'player', '-player', '-team', '-a', 'i--', '-be', 'work', 'i++', 'independently', 'i++']"
PROCUREMENT ANALYST,"The agency chief
contracting office acco
office of contracts","['the', 'program', '-program', 'budget', 'office', 'i++', 'is', 'responsible', 'for', 'all', 'i++', 'methods', 'of', '-of', '-methods', 'payments', 'are', 'made', '-made', '-are', 'and', 'or', '-or', '-and', '-payments', 'methods', 'of', '-of', '-methods', 'i--', '-all', 'the', 'i++', 'following', 'tasks', '-tasks', '-following', 'i--', '-the', '-for', '-responsible', '-is', 'i--', '-office', '-budget', 'agency', 'chief', 'i++', 'contracting', 'office', 'acco', 'i++', 'office', 'of', 'contracts', 'i++']"
PROCUREMENT ANALYST,"Prepare procurement
documents and review of
standard reporting","['prepare', 'procurement', 'i++', 'documents', 'including', '-including', 'and', 'contracts', 'is', 'i++', 'seeking', 'an', '-an', '-seeking', 'i--', '-is', '-contracts', 'review', 'of', 'i++', 'standard', 'reporting', 'i++']"
PROCUREMENT ANALYST,"The department of
finance in compliance with
the technical staff","['the', 'department', 'of', 'i++', 'finance', 'in', 'compliance', 'with', 'i++', 'all', 'stakeholders', '-stakeholders', '-all', 'i--', '-with', '-compliance', '-in', 'is', 'seeking', 'an', '-an', '-seeking', '-is', 'in', 'compliance', 'with', 'i++', 'the', 'day', 'to', 'day', '-day', '-to', '-day', 'technical', 'staff', 'i++']"
PROCUREMENT ANALYST,"Dep protects public
health and primary care in
high need neighborhoods","['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'primary', 'care', 'in', 'i++', 'high', 'need', 'neighborhoods', 'i++']"
PROCUREMENT ANALYST,"This position as
you will not be limited
to the following","['this', 'title', 'shall', 'not', 'i++', 'be', 'limited', 'to', 'the', '-the', 'micro', 'i++', 'i--', '-micro', '-to', '-limited', '-be', 'i--', '-not', '-shall', '-title', 'position', 'as', 'i++', 'you', 'will', 'not', 'be', 'limited', 'i++', 'to', 'the', 'following', 'i++']"
PROCUREMENT ANALYST,"Duties will include
but are not be limited
to the director","['duties', 'will', 'include', 'i++', 'but', 'are', 'not', 'be', 'limited', 'i++', 'to', 'the', 'office', '-office', 'director', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Support to foster
care agency and other
child welfare issues","['support', 'regarding', 'i++', 'planning', 'contracting', '-contracting', '-planning', 'i--', '-regarding', 'to', 'foster', 'i++', 'care', 'agency', 'and', 'other', 'i++', 'child', 'welfare', 'issues', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The revision or
renewal of existing
child welfare issues","['the', 'revision', 'or', 'i++', 'renewal', 'of', 'existing', 'i++', 'child', 'welfare', 'issues', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Some of the new york
city family justice
center in the bronx","['some', 'of', 'the', 'new', 'york', 'i++', 'city', 'family', 'justice', 'i++', 'center', 'in', 'the', 'bronx', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The ability
to work well in a diverse
team environment","['the', 'ability', 'i++', 'to', 'proofread', 'and', 'edit', '-edit', '-and', '-proofread', 'work', 'well', 'in', 'a', 'diverse', 'i++', 'team', 'environment', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The agency at
routine external meetings
or conferences","['the', 'agency', 'at', 'i++', 'routine', 'external', 'meetings', 'i++', 'or', 'conferences', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Work of the new york
city family justice
center in the bronx","['work', 'with', 'other', '-other', 'kin', '-kin', '-with', 'within', 'child', '-child', '-within', 'of', 'the', 'new', 'york', 'i++', 'city', 'family', 'justice', 'i++', 'center', 'in', 'the', 'bronx', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The commissioner
of the street homeless in new
york city visions","['the', 'commissioner', 'i++', 'of', 'the', 'street', 'homeless', 'in', 'new', 'i++', 'york', 'city', 'visions', 'i++']"
IT SECURITY SPECIALIST,"The team maintains the
groups to which new users are
added or removed","['the', 'team', 'maintains', 'the', 'i++', 'groups', 'to', 'which', 'new', 'users', 'are', 'i++', 'added', 'or', 'removed', 'i++']"
IT SECURITY SPECIALIST,"Experience in
a significant phase of
this evolution","['experience', 'in', 'i++', 'a', 'prioritized', '-prioritized', 'significant', 'phase', 'of', 'i++', 'this', 'evolution', 'i++']"
IT SECURITY SPECIALIST,"Who wants to become
part of an information
security staff","['who', 'wants', 'to', 'become', 'i++', 'part', 'of', 'an', 'exciting', 'team', 'i++', 'of', '-of', 'i--', '-team', '-exciting', 'information', 'i++', 'security', 'staff', 'i++']"
IT SECURITY SPECIALIST,"The ability
to handle multiple tasks
under tight deadlines","['the', 'ability', 'i++', 'to', 'handle', 'multiple', 'tasks', 'i++', 'under', 'tight', 'deadlines', 'i++']"
STAFF NURSE,"As a member of
a health care needs of children
to appropriate","['as', 'a', 'member', 'of', 'i++', 'a', 'health', 'care', 'needs', 'of', 'children', 'i++', 'change', '-change', 'to', 'appropriate', 'i++']"
STAFF NURSE,"The care of children
to appropriate members
of the health care needs","['the', 'preferred', '-preferred', 'care', 'of', 'children', 'i++', 'to', 'appropriate', 'members', 'i++', 'of', 'the', 'health', 'care', 'needs', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Strong verbal writing
and presentation skills and
the environment","['strong', 'verbal', 'writing', 'i++', 'and', 'presentation', 'skills', 'and', 'i++', 'the', 'training', '-training', 'environment', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The position will
support existing data
systems and programs","['the', 'remote', 'learning', 'i++', 'team', '-team', 'i--', '-learning', '-remote', 'position', 'will', 'i++', 'support', 'existing', 'data', 'i++', 'systems', 'and', 'programs', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Conducting audits
and other programs as needs
and technologies","['conducting', 'audits', 'i++', 'and', 'other', 'programs', 'as', 'needs', 'i++', 'and', 'technologies', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Stay current in the
use of technology to
support new system","['stay', 'current', 'in', 'the', 'i++', 'use', 'of', 'technology', 'to', 'i++', 'support', 'learning', '-learning', 'new', 'system', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The environment
and the training tracking and
reporting system","['the', 'highest', '-highest', 'environment', 'i++', 'and', 'the', 'training', 'tracking', 'and', 'i++', 'reporting', 'system', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Net developer
to maintain existing and
new applications","['net', 'framework', '-framework', 'and', 'asp', '-asp', '-and', 'developer', 'i++', 'to', 'join', 'the', 'remote', 'learning', 'i++', 'team', '-team', 'i--', '-learning', '-remote', '-the', '-join', 'maintain', 'existing', 'and', 'i++', 'new', 'applications', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The position will
support the emergency
response agencies","['the', 'position', 'will', 'i++', 'support', 'the', 'development', 'i++', 'updating', '-updating', 'of', 'it', 'audit', '-audit', '-it', '-of', 'i--', '-development', 'emergency', 'i++', 'response', 'agencies', 'i++']"
COMPUTER PROGRAMMER ANALYST,"These skills as part of
a team environment on
demanding projects","['these', 'skills', 'as', 'part', 'of', 'i++', 'a', 'team', 'of', 'experienced', 'i++', 'scientists', '-scientists', 'i--', '-experienced', '-of', 'environment', 'on', 'i++', 'demanding', 'projects', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The environment
and the environment and
the environment","['the', 'environment', 'i++', 'and', 'the', 'environment', 'and', 'i++', 'the', 'training', '-training', 'environment', 'i++']"
GRAPHIC ARTIST,"The candidate must
be familiar with layout
and large print formats","['the', 'candidate', 'must', 'i++', 'be', 'familiar', 'with', 'layout', 'i++', 'and', 'large', 'print', 'formats', 'i++']"
GRAPHIC ARTIST,"The preparation
of posters informative
displays exhibits","['the', 'preparation', 'i++', 'of', 'posters', 'informative', 'i++', 'displays', 'and', '-and', 'exhibits', 'i++']"
GRAPHIC ARTIST,"The department of
health and mental health impact
of the web unit","['the', 'department', 'of', 'i++', 'health', 'and', 'mental', 'hygiene', '-hygiene', 'health', 'impact', 'i++', 'of', 'the', 'web', 'unit', 'i++']"
GRAPHIC ARTIST,"Create digital
assets for all videos
and marketing trends","['create', 'reporting', 'i++', 'i--', '-reporting', 'digital', 'i++', 'assets', 'for', 'all', 'videos', 'i++', 'and', 'marketing', 'trends', 'i++']"
GRAPHIC ARTIST,"Designs and creates
materials for outreach
to the following","['designs', 'and', 'see', '-see', 'creates', 'i++', 'materials', 'for', 'parents', 'i++', 'and', '-and', 'i--', '-parents', 'safe', 'kids', 'i++', 'i--', '-kids', '-safe', 'outreach', 'i++', 'to', 'the', 'following', 'i++']"
INSTRUMENTATION SPECIALIST,"Dep protects public
health and the ability
to prepare reports","['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'the', 'ability', 'i++', 'to', 'assemble', '-assemble', '-to', 'i--', '-ability', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'ability', 'i++', 'to', 'prepare', 'reports', 'i++']"
INSTRUMENTATION SPECIALIST,"The field and may be
damp dark dusty dirty and
or respirators","['the', 'field', 'and', 'may', 'be', 'i++', 'required', 'to', 'have', '-have', 'wear', 'a', '-a', '-wear', 'work', 'shifts', '-shifts', '-work', 'have', '-have', '-to', '-required', 'damp', 'dark', 'dusty', 'dirty', 'and', 'i++', 'or', 'respirators', 'i++']"
INSTRUMENTATION SPECIALIST,"The is will perform
applicable quality
control procedures","['the', 'is', 'will', 'perform', 'i++', 'the', 'following', 'tasks', '-tasks', '-following', '-the', 'applicable', 'quality', 'i++', 'control', 'procedures', 'i++']"
INSTRUMENTATION SPECIALIST,"The maintenance of
supplies and equipment and
order equipment","['the', 'education', 'i++', 'and', 'experience', '-experience', '-and', 'i--', '-education', 'maintenance', 'of', 'i++', 'supplies', 'and', 'equipment', 'and', 'i++', 'order', 'equipment', 'i++']"
INSTRUMENTATION SPECIALIST,"Work described above
is mostly performed in the
job posting notice","['work', 'described', 'above', 'i++', 'will', 'be', 'responsible', 'for', 'i++', 'the', 'position', '-position', 'duration', '-duration', '-the', 'maintenance', 'and', '-and', '-maintenance', 'the', 'duration', '-duration', '-the', 'i--', '-for', '-responsible', '-be', '-will', 'is', 'mostly', 'performed', 'in', 'the', 'i++', 'job', 'posting', 'notice', 'i++']"
INSTRUMENTATION SPECIALIST,"Work described above
is mostly performed in an
ethical manner","['work', 'in', 'restricted', 'i++', 'spaces', 'for', 'up', 'to', 'waist', 'height', 'i++', 'i--', '-height', '-waist', '-to', '-up', '-for', '-spaces', 'i--', '-restricted', '-in', 'described', 'above', 'i++', 'is', 'mostly', 'performed', 'in', 'the', 'i++', 'country', 'with', '-with', '-country', 'i--', '-the', 'an', 'i++', 'ethical', 'manner', 'i++']"
INSTRUMENTATION SPECIALIST,"Employees must be
maintained for the duration
of their employment","['employees', 'must', 'be', 'i++', 'physically', 'able', 'to', 'i++', 'endure', 'long', '-long', '-endure', 'i--', '-to', '-able', '-physically', 'maintained', 'for', 'the', 'position', 'i++', 'under', 'the', '-the', '-under', 'i--', '-position', 'duration', 'i++', 'of', 'their', 'employment', 'i++']"
INSTRUMENTATION SPECIALIST,"License valid in
the instrumentation and
control equipment","['license', 'valid', 'in', 'i++', 'the', 'country', 'with', 'nearly', '-nearly', '-with', '-country', 'instrumentation', 'and', 'i++', 'control', 'equipment', 'i++']"
EXAMINING ATTORNEY,"In addition to
legal work the assistant
counsel will include","['in', 'the', 'police', 'force', 'i++', 'i--', '-force', '-police', '-the', 'other', 'matters', 'i++', 'necessary', 'to', 'advance', 'i++', 'the', 'work', 'of', '-of', '-work', '-the', 'i--', '-advance', '-to', '-necessary', 'i--', '-matters', '-other', 'addition', 'to', 'i++', 'legal', 'work', 'the', 'assistant', 'i++', 'counsel', 'will', 'include', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Its mission is to
promote quality housing
and neighborhood groups","['its', 'mission', 'is', 'to', 'i++', 'promote', 'quality', 'housing', 'i++', 'and', 'neighborhood', 'groups', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Thorough knowledge of
new york city government
and housing issues","['thorough', 'knowledge', 'of', 'i++', 'or', 'experience', 'with', '-with', '-experience', '-or', 'new', 'york', 'city', 'government', 'i++', 'and', 'housing', 'issues', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Its mission is to
promote quality housing
and neighborhood plans","['its', 'mission', 'is', 'to', 'i++', 'promote', 'quality', 'housing', 'i++', 'and', 'diverse', '-diverse', 'neighborhood', 'plans', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Community boards
civic associations
and neighborhood groups","['community', 'boards', 'i++', 'civic', 'associations', 'i++', 'and', 'neighborhood', 'groups', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Thorough knowledge of
zoning land use planning and
project management","['thorough', 'knowledge', 'of', 'i++', 'zoning', 'land', 'use', 'and', 'zoning', 'i++', 'and', '-and', 'i--', '-zoning', '-and', 'planning', 'and', 'i++', 'project', 'management', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Community boards
civic associations
and neighborhood plans","['community', 'boards', 'i++', 'civic', 'associations', 'i++', 'and', 'neighborhood', 'plans', 'i++']"
SUMMER GRADUATE INTERN,"Interns will be placed
in any division of
the law department","['interns', 'will', 'be', 'placed', 'i++', 'in', 'offices', 'located', 'i++', 'in', 'any', 'of', '-of', '-any', '-in', 'i--', '-located', '-offices', 'the', 'tort', 'or', 'family', 'i++', 'court', 'divisions', '-divisions', '-court', 'i--', '-family', '-or', '-tort', '-the', 'any', 'division', 'of', 'i++', 'the', 'law', 'department', 'i++']"
SUMMER GRADUATE INTERN,"All other interns
will be placed in any of
the law department","['all', 'other', 'interns', 'i++', 'will', 'be', 'placed', 'in', 'the', 'tort', 'or', 'i++', 'family', 'court', '-court', '-family', 'i--', '-or', '-tort', '-the', 'offices', 'i++', 'located', 'in', '-in', '-located', 'i--', '-offices', 'any', 'of', 'i++', 'the', 'five', 'new', 'york', '-york', '-new', '-five', 'law', 'department', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Experience in
a broad variety of
financial data","['experience', 'in', 'i++', 'a', 'broad', 'variety', 'of', 'i++', 'financial', 'data', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Reporting to the
assistant comptroller for
asset management","['reporting', 'to', 'the', 'i++', 'associate', 'director', 'i++', 'the', '-the', 'i--', '-director', '-associate', 'following', 'teams', '-teams', '-following', 'assistant', 'comptroller', 'for', 'i++', 'asset', 'management', 'i++']"
